Enum Name,Bukkit Material Name,Normaler Name,Datei Name,Potion Type,Translation Name
CONCRETE_POWDER_BLACK,BLACK_CONCRETE_POWDER,Schwarzer Trockenbeton,customfont/all_items/black_concrete_powder.png,,
CONCRETE_POWDER_BLUE,BLUE_CONCRETE_POWDER,Blauer Trockenbeton,customfont/all_items/blue_concrete_powder.png,,
CONCRETE_POWDER_BROWN,BROWN_CONCRETE_POWDER,Brauner Trockenbeton,customfont/all_items/brown_concrete_powder.png,,
CONCRETE_POWDER_CYAN,CYAN_CONCRETE_POWDER,Türkiser Trockenbeton,customfont/all_items/cyan_concrete_powder.png,,
CONCRETE_POWDER_GRAY,GRAY_CONCRETE_POWDER,Grauer Trockenbeton,customfont/all_items/gray_concrete_powder.png,,
CONCRETE_POWDER_GREEN,GREEN_CONCRETE_POWDER,Grüner Trockenbeton,customfont/all_items/green_concrete_powder.png,,
CONCRETE_POWDER_LIGHT_BLUE,LIGHT_BLUE_CONCRETE_POWDER,Hellblauer Trockenbeton,customfont/all_items/light_blue_concrete_powder.png,,
CONCRETE_POWDER_LIGHT_GRAY,LIGHT_GRAY_CONCRETE_POWDER,Hellgrauer Trockenbeton,customfont/all_items/light_gray_concrete_powder.png,,
CONCRETE_POWDER_LIME,LIME_CONCRETE_POWDER,Hellgrüner Trockenbeton,customfont/all_items/lime_concrete_powder.png,,
CONCRETE_POWDER_MAGENTA,MAGENTA_CONCRETE_POWDER,Magenta Trockenbeton,customfont/all_items/magenta_concrete_powder.png,,
CONCRETE_POWDER_ORANGE,ORANGE_CONCRETE_POWDER,Oranger Trockenbeton,customfont/all_items/orange_concrete_powder.png,,
CONCRETE_POWDER_PINK,PINK_CONCRETE_POWDER,Rosa Trockenbeton,customfont/all_items/pink_concrete_powder.png,,
CONCRETE_POWDER_PURPLE,PURPLE_CONCRETE_POWDER,Violetter Trockenbeton,customfont/all_items/purple_concrete_powder.png,,
CONCRETE_POWDER_RED,RED_CONCRETE_POWDER,Roter Trockenbeton,customfont/all_items/red_concrete_powder.png,,
CONCRETE_POWDER_WHITE,WHITE_CONCRETE_POWDER,Weißer Trockenbeton,customfont/all_items/white_concrete_powder.png,,
CONCRETE_POWDER_YELLOW,YELLOW_CONCRETE_POWDER,Gelber Trockenbeton,customfont/all_items/yellow_concrete_powder.png,,
CONCRETE_PURPLE,PURPLE_CONCRETE,Violetter Beton,customfont/all_items/purple_concrete.png,,
CONCRETE_RED,RED_CONCRETE,Roter Beton,customfont/all_items/red_concrete.png,,
CONCRETE_WHITE,WHITE_CONCRETE,Weißer Beton,customfont/all_items/white_concrete.png,,
CONCRETE_YELLOW,YELLOW_CONCRETE,Gelber Beton,customfont/all_items/yellow_concrete.png,,
CONDUIT,CONDUIT,Aquisator,customfont/all_items/conduit.png,,
COOKIE,COOKIE,Keks,item/cookie.png,,
COPPER_BLOCK,COPPER_BLOCK,Kupferblock,customfont/all_items/copper_block.png,,
COPPER_BLOCK_RAW,RAW_COPPER_BLOCK,Rohkupferblock,customfont/all_items/raw_copper_block.png,,
COPPER_BLOCK_WAXED,WAXED_COPPER_BLOCK,Gewachster Kupferblock,customfont/all_items/copper_block.png,,
COPPER_CUT,CUT_COPPER,Geschnittener Kupferblock,customfont/all_items/cut_copper.png,,
COPPER_CUT_EXPOSED,EXPOSED_CUT_COPPER,Angelaufener geschnittener Kupferblock,customfont/all_items/exposed_cut_copper.png,,
COPPER_CUT_EXPOSED_WAXED,WAXED_EXPOSED_CUT_COPPER,Gewachster angelaufener geschnittener Kupferblock,customfont/all_items/exposed_cut_copper.png,,
COPPER_CUT_SLAB,CUT_COPPER_SLAB,Geschnittene Kupferstufe,customfont/all_items/slab_copper_cut.png,,
COPPER_CUT_SLAB_EXPOSED,EXPOSED_CUT_COPPER_SLAB,Angelaufene geschnittene Kupferstufe,customfont/all_items/slab_copper_cut_exposed.png,,
COPPER_CUT_SLAB_EXPOSED_WAXED,WAXED_EXPOSED_CUT_COPPER_SLAB,Gewachste angelaufene geschnittene Kupferstufe,customfont/all_items/slab_copper_cut_exposed.png,,
COPPER_CUT_SLAB_WAXED,WAXED_CUT_COPPER_SLAB,Gewachste geschnittene Kupferstufe,customfont/all_items/slab_copper_cut.png,,
COPPER_CUT_SLAB_WEATHERED,WEATHERED_CUT_COPPER_SLAB,Verwitterte geschnittene Kupferstufe,customfont/all_items/slab_copper_cut_weathered.png,,
COPPER_CUT_SLAB_WEATHERED_WAXED,WAXED_WEATHERED_CUT_COPPER_SLAB,Gewachste verwitterte geschnittene Kupferstufe,customfont/all_items/slab_copper_cut_weathered.png,,
COPPER_CUT_STAIRS,CUT_COPPER_STAIRS,Geschnittene Kupfertreppe,customfont/all_items/stairs_copper_cut.png,,
COPPER_CUT_STAIRS_EXPOSED,EXPOSED_CUT_COPPER_STAIRS,Angelaufene geschnittene Kupfertreppe,customfont/all_items/stairs_copper_cut_exposed.png,,
COPPER_CUT_STAIRS_EXPOSED_WAXED,WAXED_EXPOSED_CUT_COPPER_STAIRS,Gewachste angelaufene geschnittene Kupfertreppe,customfont/all_items/stairs_copper_cut_exposed.png,,
COPPER_CUT_STAIRS_WAXED,WAXED_CUT_COPPER_STAIRS,Gewachste geschnittene Kupfertreppe,customfont/all_items/stairs_copper_cut.png,,
COPPER_CUT_STAIRS_WEATHERED,WEATHERED_CUT_COPPER_STAIRS,Verwitterte geschnittene Kupfertreppe,customfont/all_items/stairs_copper_cut_weathered.png,,
COPPER_CUT_STAIRS_WEATHERED_WAXED,WAXED_WEATHERED_CUT_COPPER_STAIRS,Gewachste verwitterte geschnittene Kupfertreppe,customfont/all_items/stairs_copper_cut_weathered.png,,
COPPER_CUT_WAXED,WAXED_CUT_COPPER,Gewachster geschnittener Kupferblock,customfont/all_items/cut_copper.png,,
COPPER_CUT_WEATHERED,WEATHERED_CUT_COPPER,Verwitterter geschnittener Kupferblock,customfont/all_items/weathered_cut_copper.png,,
COPPER_CUT_WEATHERED_WAXED,WAXED_WEATHERED_CUT_COPPER,Gewachster verwitterter geschnittener Kupferblock,customfont/all_items/weathered_cut_copper.png,,
COPPER_EXPOSED,EXPOSED_COPPER,Angelaufener Kupferblock,customfont/all_items/exposed_copper.png,,
COPPER_EXPOSED_WAXED,WAXED_EXPOSED_COPPER,Gewachster angelaufener Kupferblock,customfont/all_items/exposed_copper.png,,
COPPER_INGOT,COPPER_INGOT,Kupferbarren,item/copper_ingot.png,,
COPPER_ORE,COPPER_ORE,Kupfererz,customfont/all_items/copper_ore.png,,
COPPER_ORE_DEEPSLATE,DEEPSLATE_COPPER_ORE,Tiefenschiefer-Kupfererz,customfont/all_items/deepslate_copper_ore.png,,
COPPER_OXIDIZED,OXIDIZED_COPPER,Oxidierter Kupferblock,customfont/all_items/oxidized_copper.png,,
COPPER_OXIDIZED_WAXED,WAXED_OXIDIZED_COPPER,Gewachster oxidierter Kupferblock,customfont/all_items/oxidized_copper.png,,
COPPER_RAW,RAW_COPPER,Rohkupfer,item/raw_copper.png,,
COPPER_WEATHERED,WEATHERED_COPPER,Verwitterter Kupferblock,customfont/all_items/weathered_copper.png,,
COPPER_WEATHERED_WAXED,WAXED_WEATHERED_COPPER,Gewachster verwitterter Kupferblock,customfont/all_items/weathered_copper.png,,
CORAL_BRAIN,BRAIN_CORAL,Hirnkoralle,block/brain_coral.png,,
CORAL_BRAIN_BLOCK,BRAIN_CORAL_BLOCK,Hirnkorallenblock,customfont/all_items/brain_coral_block.png,,
CORAL_BRAIN_BLOCK_DEAD,DEAD_BRAIN_CORAL_BLOCK,Abgestorbener Hirnkorallenblock,customfont/all_items/dead_brain_coral.png,,
CORAL_BRAIN_DEAD,DEAD_BRAIN_CORAL,Abgestorbene Hirnkoralle,block/dead_brain_coral.png,,
CORAL_BRAIN_FAN,BRAIN_CORAL_FAN,Hirnkorallenfächer,block/brain_coral_fan.png,,
CORAL_BRAIN_FAN_DEAD,DEAD_BRAIN_CORAL_FAN,Abgestorbener Hirnkorallenfächer,block/dead_brain_coral_fan.png,,
CORAL_BUBBLE,BUBBLE_CORAL,Blasenkoralle,block/bubble_coral.png,,
CORAL_BUBBLE_BLOCK,BUBBLE_CORAL_BLOCK,Blasenkorallenblock,customfont/all_items/bubble_coral.png,,
CORAL_BUBBLE_BLOCK_DEAD,DEAD_BUBBLE_CORAL_BLOCK,Abgestorbener Blasenkorallenblock,customfont/all_items/dead_bubble_coral.png,,
CORAL_BUBBLE_DEAD,DEAD_BUBBLE_CORAL,Abgestorbene Blasenkoralle,block/dead_bubble_coral.png,,
CORAL_BUBBLE_FAN,BUBBLE_CORAL_FAN,Blasenkorallenfächer,block/bubble_coral_fan.png,,
CORAL_BUBBLE_FAN_DEAD,DEAD_BUBBLE_CORAL_FAN,Abgestorbener Blasenkorallenfächer,block/dead_bubble_coral_fan.png,,
CORAL_FIRE,FIRE_CORAL,Feuerkoralle,block/fire_coral.png,,
CORAL_FIRE_BLOCK,FIRE_CORAL_BLOCK,Feuerkorallenblock,customfont/all_items/fire_coral_block.png,,
CORAL_FIRE_BLOCK_DEAD,DEAD_FIRE_CORAL_BLOCK,Abgestorbener Feuerkorallenblock,customfont/all_items/dead_fire_coral.png,,
CORAL_FIRE_DEAD,DEAD_FIRE_CORAL,Abgestorbene Feuerkoralle,block/dead_fire_coral.png,,
CORAL_FIRE_FAN,FIRE_CORAL_FAN,Feuerkorallenfächer,block/fire_coral_fan.png,,
CORAL_FIRE_FAN_DEAD,DEAD_FIRE_CORAL_FAN,Abgestorbener Feuerkorallenfächer,block/dead_fire_coral_fan.png,,
CORAL_HORN,HORN_CORAL,Geweihkoralle,block/horn_coral.png,,
CORAL_HORN_BLOCK,HORN_CORAL_BLOCK,Geweihkorallenblock,customfont/all_items/horn_coral_block.png,,
CORAL_HORN_BLOCK_DEAD,DEAD_HORN_CORAL_BLOCK,Abgestorbener Geweihkorallenblock,customfont/all_items/dead_horn_coral.png,,
CORAL_HORN_DEAD,DEAD_HORN_CORAL,Abgestorbene Geweihkoralle,block/dead_horn_coral.png,,
CORAL_HORN_FAN,HORN_CORAL_FAN,Geweihkorallenfächer,block/horn_coral_fan.png,,
CORAL_HORN_FAN_DEAD,DEAD_HORN_CORAL_FAN,Abgestorbener Geweihkorallenfächer,block/dead_horn_coral_fan.png,,
CORAL_TUBE,TUBE_CORAL,Orgelkoralle,block/tube_coral.png,,
CORAL_TUBE_BLOCK,TUBE_CORAL_BLOCK,Orgelkorallenblock,customfont/all_items/tube_coral_block.png,,
CORAL_TUBE_BLOCK_DEAD,DEAD_TUBE_CORAL_BLOCK,Abgestorbener Orgelkorallenblock,customfont/all_items/dead_tube_coral.png,,
CORAL_TUBE_DEAD,DEAD_TUBE_CORAL,Abgestorbene Orgelkoralle,block/dead_tube_coral.png,,
CORAL_TUBE_FAN,TUBE_CORAL_FAN,Orgelkorallenfächer,block/tube_coral_fan.png,,
CORAL_TUBE_FAN_DEAD,DEAD_TUBE_CORAL_FAN,Abgestorbener Orgelkorallenfächer,block/dead_tube_coral_fan.png,,
CORNFLOWER,CORNFLOWER,Kornblume,block/cornflower.png,,
CRACKED_DEEPSLATE_BRICKS,CRACKED_DEEPSLATE_BRICKS,Rissige Tiefenschieferziegel,customfont/all_items/cracked_deepslate_bricks.png,,
CRACKED_DEEPSLATE_TILES,CRACKED_DEEPSLATE_TILES,Rissige Tiefenschieferfliesen,customfont/all_items/cracked_deepslate_tiles.png,,
CRACKED_NETHER_BRICKS,CRACKED_NETHER_BRICKS,Rissige Netherziegel,customfont/all_items/cracked_nether_bricks.png,,
CRACKED_POLISHED_BLACKSTONE_BRICKS,CRACKED_POLISHED_BLACKSTONE_BRICKS,Rissige polierte Schwarzsteinziegel,customfont/all_items/cracked_polished_blackstone_bricks.png,,
CRACKED_STONE_BRICKS,CRACKED_STONE_BRICKS,Rissige Steinziegel,customfont/all_items/cracked_stone_bricks.png,,
CRAFTING_TABLE,CRAFTING_TABLE,Werkbank,customfont/all_items/crafting_table.png,,
CRIMSON_BUTTON,CRIMSON_BUTTON,Karmesinknopf,customfont/all_items/button_crimson.png,,
CRIMSON_DOOR,CRIMSON_DOOR,Karmesintür,item/crimson_door.png,,
CRIMSON_FENCE,CRIMSON_FENCE,Karmesinzaun,customfont/all_items/fence_crimson.png,,
CRIMSON_FENCE_GATE,CRIMSON_FENCE_GATE,Karmesinzauntor,customfont/all_items/fence_gate_crimson.png,,
CRIMSON_FUNGUS,CRIMSON_FUNGUS,Karmesinpilz,block/crimson_fungus.png,,
CRIMSON_HANGING_SIGN,CRIMSON_HANGING_SIGN,Karmesinhängeschild,item/crimson_hanging_sign.png,,
CRIMSON_HYPHAE,CRIMSON_HYPHAE,Karmesinhyphen,customfont/all_items/crimson_hyphae.png,,
CRIMSON_HYPHAE_STRIPPED,STRIPPED_CRIMSON_HYPHAE,Geschälte Karmesinhyphen,customfont/all_items/stripped_crimson_hyphae.png,,
CRIMSON_NYLIUM,CRIMSON_NYLIUM,Karmesin-Nezel,customfont/all_items/crimson_nylium.png,,
CRIMSON_PLANKS,CRIMSON_PLANKS,Karmesinbretter,customfont/all_items/crimson_planks.png,,
CRIMSON_PRESSURE_PLATE,CRIMSON_PRESSURE_PLATE,Karmesindruckplatte,customfont/all_items/pressure_plate_crimson.png,,
CRIMSON_ROOTS,CRIMSON_ROOTS,Karmesinwurzeln,block/crimson_roots.png,,
CRIMSON_SIGN,CRIMSON_SIGN,Karmesinschild,item/crimson_sign.png,,
CRIMSON_SLAB,CRIMSON_SLAB,Karmesinstufe,customfont/all_items/slab_crimson.png,,
CRIMSON_STAIRS,CRIMSON_STAIRS,Karmesintreppe,customfont/all_items/stairs_crimson.png,,
CRIMSON_STEM,CRIMSON_STEM,Karmesinstiel,customfont/all_items/crimson_stem.png,,
CRIMSON_STEM_STRIPPED,STRIPPED_CRIMSON_STEM,Geschälter Karmesinstiel,customfont/all_items/stripped_crimson_stem.png,,
CRIMSON_TRAPDOOR,CRIMSON_TRAPDOOR,Karmesinfalltür,customfont/all_items/trapdoor_crimson.png,,
CROSSBOW,CROSSBOW,Armbrust,item/crossbow_standby.png,,
CRYING_OBSIDIAN,CRYING_OBSIDIAN,Weinender Obsidian,customfont/all_items/crying_obsidian.png,,
CUPPER_CUT_OXIDIZED,OXIDIZED_CUT_COPPER,Oxidierter geschnittener Kupferblock,customfont/all_items/oxidized_cut_copper.png,,
CUPPER_CUT_OXIDIZED_WAXED,WAXED_OXIDIZED_CUT_COPPER,Gewachster oxidierter geschnittener Kupferblock,customfont/all_items/oxidized_cut_copper.png,,
CUPPER_CUT_SLAB_OXIDIZED,OXIDIZED_CUT_COPPER_SLAB,Oxidierte geschnittene Kupferstufe,customfont/all_items/slab_copper_cut_oxidized.png,,
CUPPER_CUT_SLAB_OXIDIZED_WAXED,WAXED_OXIDIZED_CUT_COPPER_SLAB,Gewachste oxidierte geschnittene Kupferstufe,customfont/all_items/slab_copper_cut_oxidized.png,,
CUPPER_CUT_STAIRS_OXIDIZED,OXIDIZED_CUT_COPPER_STAIRS,Oxidierte geschnittene Kupfertreppe,customfont/all_items/stairs_copper_cut_oxidized.png,,
CUPPER_CUT_STAIRS_OXIDIZED_WAXED,WAXED_OXIDIZED_CUT_COPPER_STAIRS,Gewachste oxidierte geschnittene Kupfertreppe,customfont/all_items/stairs_copper_cut_oxidized.png,,
CUT_RED_SANDSTONE,CUT_RED_SANDSTONE,Geschnittener roter Sandstein,customfont/all_items/cut_red_sandstone.png,,
CUT_RED_SANDSTONE_SLAB,CUT_RED_SANDSTONE_SLAB,Geschnittene rote Sandsteinstufe,customfont/all_items/slab_red_cut_sandstone.png,,
CUT_SANDSTONE,CUT_SANDSTONE,Geschnittener Sandstein,customfont/all_items/cut_sandstone.png,,
CUT_SANDSTONE_SLAB,CUT_SANDSTONE_SLAB,Geschnittene Sandsteinstufe,customfont/all_items/slab_cut_sandstone.png,,
DANDELION,DANDELION,Löwenzahn,block/dandelion.png,,
DARK_OAK_BOAT,DARK_OAK_BOAT,Schwarzeichenboot,item/dark_oak_boat.png,,
DARK_OAK_BUTTON,DARK_OAK_BUTTON,Schwarzeichenknopf,customfont/all_items/button_dark_oak.png,,
DARK_OAK_CHEST_BOAT,DARK_OAK_CHEST_BOAT,Schwarzeichentruhenboot,item/dark_oak_chest_boat.png,,
DARK_OAK_DOOR,DARK_OAK_DOOR,Schwarzeichentür,item/dark_oak_door.png,,
DARK_OAK_FENCE,DARK_OAK_FENCE,Schwarzeichenzaun,customfont/all_items/fence_dark_oak.png,,
DARK_OAK_FENCE_GATE,DARK_OAK_FENCE_GATE,Schwarzeichenzauntor,customfont/all_items/fence_gate_dark_oak.png,,
DARK_OAK_HANGING_SIGN,DARK_OAK_HANGING_SIGN,Schwarzeichenhängeschild,item/dark_oak_hanging_sign.png,,
DARK_OAK_LEAVES,DARK_OAK_LEAVES,Schwarzeichenlaub,customfont/all_items/dark_oak_leaves.png,,
DARK_OAK_LOG,DARK_OAK_LOG,Schwarzeichenstamm,customfont/all_items/dark_oak_log.png,,
DARK_OAK_LOG_STRIPPED,STRIPPED_DARK_OAK_LOG,Entrindeter Schwarzeichenstamm,customfont/all_items/stripped_dark_oak_log.png,,
DARK_OAK_PLANKS,DARK_OAK_PLANKS,Schwarzeichenbretter,customfont/all_items/dark_oak_planks.png,,
DARK_OAK_PRESSURE_PLATE,DARK_OAK_PRESSURE_PLATE,Schwarzeichendruckplatte,customfont/all_items/pressure_plate_dark_oak.png,,
DARK_OAK_SAPLING,DARK_OAK_SAPLING,Schwarzeichensetzling,block/dark_oak_sapling.png,,
DARK_OAK_SIGN,DARK_OAK_SIGN,Schwarzeichenschild,item/dark_oak_sign.png,,
DARK_OAK_SLAB,DARK_OAK_SLAB,Schwarzeichenstufe,customfont/all_items/slab_dark_oak.png,,
DARK_OAK_STAIRS,DARK_OAK_STAIRS,Schwarzeichentreppe,customfont/all_items/stairs_dark_oak.png,,
DARK_OAK_TRAPDOOR,DARK_OAK_TRAPDOOR,Schwarzeichenfalltür,customfont/all_items/trapdoor_dark_oak.png,,
DARK_OAK_WOOD,DARK_OAK_WOOD,Schwarzeichenholz,customfont/all_items/dark_oak_wood.png,,
DARK_OAK_WOOD_STRIPPED,STRIPPED_DARK_OAK_WOOD,Entrindetes Schwazeichenholz,customfont/all_items/stripped_dark_oak_wood.png,,
DARK_PRISMARINE,DARK_PRISMARINE,Dunkler Prismarin,customfont/all_items/dark_prismarin.png,,
DARK_PRISMARINE_SLAB,DARK_PRISMARINE_SLAB,Dunkle Prismarinstufe,customfont/all_items/slab_dark_prismarine.png,,
DARK_PRISMARINE_STAIRS,DARK_PRISMARINE_STAIRS,Dunkle Prismarintreppe,customfont/all_items/stairs_dark_prismarin.png,,
DAYLIGHT_DETECTOR,DAYLIGHT_DETECTOR,Tageslichtsensor,customfont/all_items/daylight_detector.png,,
DEAD_BUSH,DEAD_BUSH,Toter Busch,block/dead_bush.png,,
DECORATED_POT,DECORATED_POT,Verzierter Krug,customfont/all_items/decorated_pot.png,,
DEEPSLATE,DEEPSLATE,Tiefenschiefer,customfont/all_items/deepslate.png,,
DEEPSLATE_BRICK_SLAB,DEEPSLATE_BRICK_SLAB,Tiefenschieferziegelstufe,customfont/all_items/slab_deepslate_bricks.png,,
DEEPSLATE_BRICK_STAIRS,DEEPSLATE_BRICK_STAIRS,Tiefenschieferziegeltreppe,customfont/all_items/stairs_deepslate_bricks.png,,
DEEPSLATE_BRICK_WALL,DEEPSLATE_BRICK_WALL,Tiefenschieferziegelmauer,customfont/all_items/wall_deepslate_bricks.png,,
DEEPSLATE_BRICKS,DEEPSLATE_BRICKS,Tiefenschieferziegel,customfont/all_items/deepslate_bricks.png,,
DEEPSLATE_TILE_SLAB,DEEPSLATE_TILE_SLAB,Tiefenschieferfliesenstufe,customfont/all_items/slab_deepslate_tiles.png,,
DEEPSLATE_TILE_STAIRS,DEEPSLATE_TILE_STAIRS,Tiefenschieferfliesentreppe,customfont/all_items/stairs_deepslate_tiles.png,,
DEEPSLATE_TILE_WALL,DEEPSLATE_TILE_WALL,Tiefenschieferfliesenmauer,customfont/all_items/wall_deepslate_tiles.png,,
DEEPSLATE_TILES,DEEPSLATE_TILES,Tiefenschieferfliesen,customfont/all_items/deepslate_tiles.png,,
DIAMOND,DIAMOND,Diamant,item/diamond.png,,
DIAMOND_AXE,DIAMOND_AXE,Diamantaxt,item/diamond_axe.png,,
DIAMOND_BLOCK,DIAMOND_BLOCK,Diamantblock,customfont/all_items/diamond_block.png,,
DIAMOND_BOOTS,DIAMOND_BOOTS,Diamantstiefel,item/diamond_boots.png,,
DIAMOND_CHESTPLATE,DIAMOND_CHESTPLATE,Diamantharnisch,item/diamond_chestplate.png,,
DIAMOND_HELMET,DIAMOND_HELMET,Diamanthelm,item/diamond_helmet.png,,
DIAMOND_HOE,DIAMOND_HOE,Diamanthacke,item/diamond_hoe.png,,
DIAMOND_HORSE_ARMOR,DIAMOND_HORSE_ARMOR,Diamantener Rossharnisch,item/diamond_horse_armor.png,,
DIAMOND_LEGGINGS,DIAMOND_LEGGINGS,Diamantbeinschutz,item/diamond_leggings.png,,
DIAMOND_ORE,DIAMOND_ORE,Diamanterz,customfont/all_items/diamond_ore.png,,
DIAMOND_ORE_DEEPSLATE,DEEPSLATE_DIAMOND_ORE,Tiefenschiefer-Diamanterz,customfont/all_items/deepslate_diamond_ore.png,,
DIAMOND_PICKAXE,DIAMOND_PICKAXE,Diamantspitzhacke,item/diamond_pickaxe.png,,
DIAMOND_SHOVEL,DIAMOND_SHOVEL,Diamantschaufel,item/diamond_shovel.png,,
DIAMOND_SWORD,DIAMOND_SWORD,Diamantschwert,item/diamond_sword.png,,
DIORITE,DIORITE,Diorit,customfont/all_items/diorite.png,,
DIORITE_SLAB,DIORITE_SLAB,Dioritstufe,customfont/all_items/slab_diorite.png,,
DIORITE_STAIRS,DIORITE_STAIRS,Diorittreppe,customfont/all_items/stairs_diorite.png,,
DIORITE_WALL,DIORITE_WALL,Dioritmauer,customfont/all_items/wall_diorite.png,,
DIRT,DIRT,Erde,customfont/all_items/dirt.png,,
DIRT_PATH,DIRT_PATH,Trampelpfad,customfont/all_items/dirt_path.png,,
DISC_11,MUSIC_DISC_11,Schallplatte - 11,item/music_disc_11.png,,
DISC_13,MUSIC_DISC_13,Schallplatte - 13,item/music_disc_13.png,,
DISC_5,MUSIC_DISC_5,Schallplatte - Samuel Aberg - 5,item/music_disc_5.png,,
DISC_BLOCKS,MUSIC_DISC_BLOCKS,Schallplatte - blocks,item/music_disc_blocks.png,,
DISC_CAT,MUSIC_DISC_CAT,Schallplatte - cat,item/music_disc_cat.png,,
DISC_CHIRP,MUSIC_DISC_CHIRP,Schallplatte - chirp,item/music_disc_chirp.png,,
DISC_FAR,MUSIC_DISC_FAR,Schallplatte - far,item/music_disc_far.png,,
DISC_FRAGMENT,DISC_FRAGMENT_5,Plattenbruchstück,item/disc_fragment_5.png,,
DISC_MALL,MUSIC_DISC_MALL,Schallplatte - mall,item/music_disc_mall.png,,
DISC_MELLOHI,MUSIC_DISC_MELLOHI,Schallplatte - mellohi,item/music_disc_mellohi.png,,
DISC_OTHERSIDE,MUSIC_DISC_OTHERSIDE,Schallplatte - Lena Raine - otherside,item/music_disc_otherside.png,,
DISC_PIGSTEP,MUSIC_DISC_PIGSTEP,Schallplatte - Lena Raine - Pigstep,item/music_disc_pigstep.png,,
DISC_RELIC,MUSIC_DISC_RELIC,Schallplatte - Aaron Cherof - Relic,item/music_disc_relic.png,,
DISC_STAL,MUSIC_DISC_STAL,Schallplatte - stal,item/music_disc_stal.png,,
DISC_STRAD,MUSIC_DISC_STRAD,Schallplatte - strad,item/music_disc_strad.png,,
DISC_WAIT,MUSIC_DISC_WAIT,Schallplatte - wait,item/music_disc_wait.png,,
DISC_WARD,MUSIC_DISC_WARD,Schallplatte - ward,item/music_disc_ward.png,,
DISPENSER,DISPENSER,Werfer,customfont/all_items/dispenser.png,,
DRAGON_BREATH,DRAGON_BREATH,Drachenatem,item/dragon_breath.png,,
DRAGON_EGG,DRAGON_EGG,Drachenei,customfont/all_items/dragon_egg.png,,
DRAGON_HEAD,DRAGON_HEAD,Drachenkopf,customfont/all_items/dragon_head.png,,
DRIED_KELP,DRIED_KELP,Getrockneter Seetang,item/dried_kelp.png,,
DRIED_KELP_BLOCK,DRIED_KELP_BLOCK,Getrockneter Seetangblock,customfont/all_items/dried_kelp_block.png,,
DRIPLEAF_BIG,BIG_DRIPLEAF,Großes Tropfblatt,customfont/all_items/dripleaf_big.png,,
DRIPLEAF_SMALL,SMALL_DRIPLEAF,Kleines Tropfblatt,customfont/all_items/dripleaf_small.png,,
DRIPSTONE_BLOCK,DRIPSTONE_BLOCK,Tropfsteinblock,customfont/all_items/dripstone_block.png,,
DROPPER,DROPPER,Spender,customfont/all_items/dropper.png,,
DYE_BLACK,BLACK_DYE,Schwarzer Farbstoff,item/black_dye.png,,
DYE_BLUE,BLUE_DYE,Blauer Farbstoff,item/blue_dye.png,,
DYE_BROWN,BROWN_DYE,Brauner Farbstoff,item/brown_dye.png,,
DYE_CYAN,CYAN_DYE,Türkiser Farbstoff,item/cyan_dye.png,,
DYE_GRAY,GRAY_DYE,Grauer Farbstoff,item/gray_dye.png,,
DYE_GREEN,GREEN_DYE,Grüner Farbstoff,item/green_dye.png,,
DYE_LIGHT_BLUE,LIGHT_BLUE_DYE,Hellblauer Farbstoff,item/light_blue_dye.png,,
DYE_LIGHT_GRAY,LIGHT_GRAY_DYE,Hellgrauer Farbstoff,item/light_gray_dye.png,,
DYE_LIME,LIME_DYE,Hellgrüner Farbstoff,item/lime_dye.png,,
DYE_MAGNETA,MAGENTA_DYE,Magenta Farbstoff,item/magenta_dye.png,,
DYE_ORANGE,ORANGE_DYE,Oranger Farbstoff,item/orange_dye.png,,
DYE_PINK,PINK_DYE,Rosa Farbstoff,item/pink_dye.png,,
DYE_PURPLE,PURPLE_DYE,Violetter Farbstoff,item/purple_dye.png,,
DYE_RED,RED_DYE,Roter Farbstoff,item/red_dye.png,,
DYE_WHITE,WHITE_DYE,Weißer Farbstoff,item/white_dye.png,,
DYE_YELLOW,YELLOW_DYE,Gelber Farbstoff,item/yellow_dye.png,,
ECHO_SHARD,ECHO_SHARD,Echoscherbe,item/echo_shard.png,,
EGG,EGG,Ei,item/egg.png,,
ELYTRA,ELYTRA,Elytren,item/elytra.png,,
EMERALD,EMERALD,Smaragd,item/emerald.png,,
EMERALD_BLOCK,EMERALD_BLOCK,Smaragdblock,customfont/all_items/emeralde_block.png,,
EMERALD_ORE,EMERALD_ORE,Smaragderz,customfont/all_items/emeralde_ore.png,,
EMERALD_ORE_DEEPSLATE,DEEPSLATE_EMERALD_ORE,Tiefenschiefer-Smaragderz,customfont/all_items/deepslate_emeralde_ore.png,,
ENCHANTING_TABLE,ENCHANTING_TABLE,Zaubertisch,customfont/all_items/enchanting_table.png,,
END_CRYSTAL,END_CRYSTAL,Enderkristall,item/end_crystal.png,,
END_ROD,END_ROD,Endstab,customfont/all_items/end_rod.png,,
END_STONE,END_STONE,Endstein,customfont/all_items/end_stone.png,,
END_STONE_BRICK_SLAB,END_STONE_BRICK_SLAB,Endsteinziegelstufe,customfont/all_items/slab_end_stone_bricks.png,,
END_STONE_BRICK_STAIRS,END_STONE_BRICK_STAIRS,Endsteinziegeltreppe,customfont/all_items/stairs_end_stone_bricks.png,,
END_STONE_BRICK_WALL,END_STONE_BRICK_WALL,Endsteinziegelmauer,customfont/all_items/wall_end_stone_bricks.png,,
END_STONE_BRICKS,END_STONE_BRICKS,Endsteinziegel,customfont/all_items/end_stone_bricks.png,,
